student_id,sleep_start_time,sleep_end_time,sleep_duration_hrs,sleep_needed_hrs,sleep_performance_pct,sleep_efficiency_pct,rem_sleep_hrs,sws_deep_sleep_hrs,light_sleep_hrs,awake_hrs,sleep_consistency_pct,respiratory_rate_rpm
S003,2024-09-24T22:30:00,2024-09-25T05:44:00,4.81,8.12,59.2,95.3,1.07,0.87,2.62,0.24,65.5126087916238,17.3
S003,2024-09-25T21:50:00,2024-09-26T05:35:00,4.03,7.95,50.7,88.1,0.77,0.78,2.22,0.27,63.3338913250623,16.3
S003,2024-09-26T22:05:00,2024-09-27T08:40:00,4.28,7.85,54.6,93.1,1.18,0.64,2.24,0.21,79.47414141847177,15.9
S003,2024-09-27T23:34:00,2024-09-28T07:26:00,7.44,8.61,86.3,82.2,1.54,1.12,4.09,0.69,73.71636125705561,16.0
S003,2024-09-28T22:01:00,2024-09-29T06:03:00,5.78,8.15,70.9,81.7,1.34,0.96,3.18,0.3,58.70467054735518,15.9
S003,2024-09-29T21:14:00,2024-09-30T05:09:00,5.35,8.32,64.3,87.2,1.34,1.13,2.62,0.27,80.36173278842422,15.8
S003,2024-09-30T21:53:00,2024-10-01T06:03:00,3.55,8.34,42.6,82.2,0.78,0.63,1.95,0.19,69.12013919702436,15.7
S003,2024-10-01T22:53:00,2024-10-02T05:07:00,6.59,7.76,85.0,87.0,1.61,1.06,3.59,0.33,90.7636122203469,15.6
S003,2024-10-02T21:33:00,2024-10-03T06:30:00,2.96,8.72,33.9,88.3,1.03,0.59,1.18,0.15,90.57682273242595,14.4
S003,2024-10-03T23:33:00,2024-10-04T05:16:00,7.36,8.22,89.6,86.6,1.55,0.84,4.05,0.91,61.959131951576694,15.9
S003,2024-10-04T21:10:00,2024-10-05T07:37:00,5.15,8.1,63.6,79.9,0.65,0.95,2.83,0.72,84.75651959999931,16.7
S003,2024-10-05T23:09:00,2024-10-06T07:49:00,6.85,8.12,84.3,88.1,1.57,0.93,3.77,0.58,77.94819528523382,16.0
S003,2024-10-06T23:09:00,2024-10-07T05:08:00,6.8,8.3,81.9,99,1.11,1.16,3.74,0.8,69.01832703394673,15.2
S003,2024-10-07T23:12:00,2024-10-08T05:44:00,5.48,7.46,73.4,84.9,0.94,1.36,2.9,0.27,58.14201515468351,16.6
S003,2024-10-08T23:11:00,2024-10-09T07:20:00,5.4,8.11,66.5,85.9,0.92,0.73,2.97,0.78,68.30515490003359,15.7
S003,2024-10-09T21:28:00,2024-10-10T07:52:00,4.44,8.43,52.7,76.4,0.91,0.78,2.44,0.31,71.03838284502604,16.5
S003,2024-10-10T23:15:00,2024-10-11T07:46:00,7.11,8.0,88.9,85.2,1.69,1.84,3.23,0.36,74.77647246218639,17.5
S003,2024-10-11T21:39:00,2024-10-12T07:20:00,6.62,8.11,81.6,84.5,1.27,0.78,3.64,0.93,63.074262235070236,16.1
S003,2024-10-12T21:31:00,2024-10-13T06:06:00,6.85,8.33,82.2,99,1.68,1.26,3.56,0.34,74.72599540974699,16.8
S003,2024-10-13T21:23:00,2024-10-14T06:38:00,5.74,7.65,75.1,92.5,1.04,0.82,3.16,0.72,71.60916148074558,15.7
S003,2024-10-14T22:35:00,2024-10-15T08:52:00,6.94,7.72,89.9,98.2,1.3,0.86,3.82,0.96,75.41440637389547,15.1
S003,2024-10-15T22:04:00,2024-10-16T06:33:00,6.78,8.14,83.3,83.8,1.59,1.25,3.6,0.34,87.80603742363277,16.4
S003,2024-10-16T23:35:00,2024-10-17T08:47:00,4.64,7.95,58.3,83.5,1.0,0.75,2.55,0.34,66.6615111476673,16.6
S003,2024-10-17T21:50:00,2024-10-18T06:35:00,6.45,7.72,83.6,93.2,1.15,0.7,3.55,1.05,63.12785865325196,16.2
S003,2024-10-18T22:54:00,2024-10-19T07:26:00,7.75,9.2,84.2,82.8,1.81,1.01,4.26,0.67,100,15.9
S003,2024-10-19T23:59:00,2024-10-20T07:23:00,4.13,7.92,52.2,79.9,0.8,0.7,2.27,0.36,84.69413917730284,15.6
S003,2024-10-20T22:00:00,2024-10-21T07:14:00,3.86,8.39,46.0,96.0,0.83,0.31,2.12,0.6,67.80053978211046,15.9
S003,2024-10-21T23:35:00,2024-10-22T06:06:00,6.42,8.13,79.0,73.8,1.66,0.64,3.53,0.58,82.93610907606661,16.0
S003,2024-10-22T22:36:00,2024-10-23T06:46:00,6.14,8.29,74.0,84.2,1.26,1.15,3.38,0.36,67.11397473414159,16.3
S003,2024-10-23T21:38:00,2024-10-24T07:02:00,5.9,7.54,78.2,88.8,1.59,0.84,3.16,0.29,70.1064302452926,14.9
S003,2024-10-24T21:55:00,2024-10-25T06:47:00,5.76,8.06,71.4,88.7,1.06,1.13,3.17,0.4,60.635775345516144,15.3
S003,2024-10-25T21:20:00,2024-10-26T06:20:00,4.07,8.69,46.8,88.7,0.79,0.83,2.24,0.21,63.524446679944866,15.8
S003,2024-10-26T21:27:00,2024-10-27T07:50:00,7.25,8.2,88.4,82.9,1.79,1.02,3.99,0.45,63.9943409090949,15.5
S003,2024-10-27T21:25:00,2024-10-28T08:49:00,5.79,8.45,68.5,91.9,1.5,1.11,2.89,0.29,65.45836294764753,14.7
S003,2024-10-28T23:15:00,2024-10-29T06:04:00,4.61,8.03,57.4,81.8,1.16,0.37,2.53,0.54,56.62902655398692,15.7
S003,2024-10-29T22:22:00,2024-10-30T06:20:00,6.67,7.79,85.6,80.8,1.68,1.38,3.28,0.33,62.19744021978636,16.6
S003,2024-10-30T22:02:00,2024-10-31T06:12:00,5.49,7.76,70.8,81.5,1.54,1.09,2.59,0.27,56.14841849366685,15.6
S003,2024-10-31T23:59:00,2024-11-01T06:55:00,4.76,7.98,59.6,85.5,1.04,0.71,2.62,0.39,76.89429021828701,15.3
S003,2024-11-01T21:13:00,2024-11-02T07:35:00,4.2,8.6,48.8,85.7,1.1,0.62,2.27,0.21,89.14751718724156,14.7
S003,2024-11-02T23:33:00,2024-11-03T05:16:00,5.61,8.39,66.8,95.2,1.53,1.04,2.75,0.28,76.70831223264165,16.3
S003,2024-11-03T22:42:00,2024-11-04T07:55:00,5.81,7.46,77.8,96.3,1.39,1.28,2.85,0.29,72.62309905189586,16.3
S003,2024-11-04T23:06:00,2024-11-05T07:31:00,6.03,8.29,72.7,84.0,1.61,1.05,3.07,0.3,81.89607227557903,15.2
S003,2024-11-05T23:19:00,2024-11-06T07:31:00,5.95,8.43,70.5,74.8,1.45,1.25,2.95,0.3,73.21781548654675,15.5
S003,2024-11-06T23:17:00,2024-11-07T05:40:00,5.84,7.79,74.9,92.6,1.16,0.93,3.21,0.54,71.42722502904921,16.5
S003,2024-11-07T22:42:00,2024-11-08T06:05:00,9.06,8.0,100,99,1.69,1.68,4.98,0.71,82.84601574790071,15.7
S003,2024-11-08T23:09:00,2024-11-09T08:19:00,3.96,7.64,51.7,77.0,0.81,0.56,2.18,0.41,81.04603187829065,15.5
S003,2024-11-09T22:44:00,2024-11-10T06:27:00,4.61,7.93,58.2,92.8,1.19,0.94,2.25,0.23,49.26660426294097,17.7
S003,2024-11-10T23:34:00,2024-11-11T05:11:00,5.31,8.57,62.0,99,1.33,0.86,2.85,0.27,61.82447427674617,17.1
S003,2024-11-11T23:59:00,2024-11-12T07:09:00,5.11,7.33,69.7,92.5,0.98,0.73,2.81,0.59,78.8697760971084,15.9
S003,2024-11-12T23:39:00,2024-11-13T06:38:00,4.84,8.27,58.5,97.3,0.95,0.77,2.66,0.45,74.04437032010661,16.9
S003,2024-11-13T22:11:00,2024-11-14T08:31:00,4.24,8.47,50.0,81.0,0.96,0.55,2.33,0.39,60.42194959598227,15.4
S003,2024-11-14T22:14:00,2024-11-15T06:48:00,5.52,8.06,68.4,94.1,1.71,0.9,2.64,0.28,74.10997765532235,16.2
S003,2024-11-15T22:25:00,2024-11-16T05:38:00,6.64,7.88,84.3,81.2,1.19,1.57,3.55,0.33,53.366843501273436,15.7
S003,2024-11-16T23:41:00,2024-11-17T05:33:00,4.23,7.79,54.3,95.6,0.92,0.53,2.33,0.45,82.2528017788917,16.3
S003,2024-11-17T22:33:00,2024-11-18T05:12:00,7.17,7.43,96.5,88.2,1.93,1.37,3.51,0.36,71.65558395941453,15.6
S003,2024-11-18T23:58:00,2024-11-19T05:44:00,6.57,7.75,84.8,98.6,1.18,1.25,3.61,0.53,65.39034574276532,15.8
S003,2024-11-19T23:34:00,2024-11-20T06:25:00,6.03,7.62,79.2,87.5,1.21,1.19,3.32,0.31,44.17382150417329,15.1
S003,2024-11-20T22:05:00,2024-11-21T07:20:00,6.08,8.23,73.9,95.2,1.3,0.94,3.34,0.5,62.63149638835364,14.4
S003,2024-11-21T23:45:00,2024-11-22T08:46:00,5.95,7.39,80.5,90.1,1.39,0.86,3.27,0.43,75.56235463984825,16.0
S003,2024-11-22T22:36:00,2024-11-23T06:10:00,4.01,8.37,47.9,86.2,0.68,0.91,2.21,0.21,77.116240281249,15.5
S003,2024-11-23T21:57:00,2024-11-24T06:12:00,5.1,7.59,67.2,84.2,1.45,0.65,2.75,0.26,77.57901797713913,17.0
S003,2024-11-24T23:56:00,2024-11-25T08:15:00,5.45,8.47,64.3,88.5,0.8,0.98,2.99,0.66,75.63970299345993,16.8
S003,2024-11-25T23:35:00,2024-11-26T06:03:00,4.16,8.12,51.2,87.4,0.9,0.85,2.2,0.21,65.46498542597274,15.9
S003,2024-11-26T23:19:00,2024-11-27T07:58:00,5.77,7.87,73.3,90.7,1.57,1.1,2.82,0.29,76.90917564725542,16.0
S003,2024-11-27T23:11:00,2024-11-28T08:47:00,6.11,7.99,76.5,86.1,1.7,1.0,3.11,0.31,57.130540285876606,14.4
S003,2024-11-28T21:48:00,2024-11-29T08:53:00,4.08,8.28,49.2,90.8,0.79,0.85,2.23,0.2,62.50867365232149,15.6
S003,2024-11-29T23:03:00,2024-11-30T05:36:00,6.63,8.46,78.3,86.9,1.78,0.79,3.64,0.42,69.14442869526336,15.7
