date,meal,calories_kcal,protein_g,carbohydrates_g,fat_g,fiber_g,sugar_g,sodium_mg,water_ml,food_notes
2024-11-06,Lunch,1138,39.8,156.4,39.2,5.2,26.9,909,364,
2024-11-06,Dinner,869,30.4,119.5,30.0,4.0,20.5,695,278,
2024-11-06,Snacks,333,11.7,45.8,11.5,1.5,7.9,266,107,
2024-11-11,Lunch,530,18.5,72.9,18.3,2.1,14.5,1107,279,
2024-11-11,Dinner,545,19.1,74.9,18.8,2.1,14.9,1138,287,
2024-11-11,Snacks,176,6.2,24.2,6.1,0.7,4.8,367,92,
2024-11-14,Breakfast,573,20.0,78.8,19.7,2.1,18.9,378,262,
2024-11-14,Lunch,816,28.5,112.2,28.1,3.1,27.0,538,372,
2024-11-14,Dinner,901,31.5,123.9,31.0,3.4,29.8,594,411,
2024-11-14,Snacks,433,15.1,59.5,14.9,1.6,14.3,285,198,
2024-11-16,Breakfast,687,24.0,94.4,23.6,2.7,35.5,1120,326,
2024-11-16,Lunch,742,26.0,102.0,25.5,3.0,38.4,1210,352,
2024-11-16,Snacks,183,6.4,25.1,6.3,0.7,9.5,298,87,
2024-11-17,Breakfast,758,26.5,104.3,26.1,2.8,28.7,1210,274,
2024-11-17,Lunch,864,30.3,118.9,29.8,3.2,32.7,1380,312,
2024-11-17,Snacks,200,7.0,27.5,6.9,0.7,7.6,319,72,
2024-11-18,Breakfast,716,25.0,98.5,24.7,2.8,19.1,970,267,
2024-11-18,Lunch,934,32.7,128.4,32.2,3.6,25.0,1266,348,
2024-11-18,Dinner,792,27.7,108.9,27.3,3.1,21.2,1073,295,
2024-11-21,Snacks,294,10.3,40.5,10.1,0.9,6.6,384,118,
2024-11-26,Breakfast,561,19.7,77.2,19.3,1.2,34.6,1140,345,
2024-11-26,Lunch,733,25.7,100.8,25.2,1.5,45.1,1488,450,
2024-11-26,Dinner,636,22.3,87.5,21.9,1.3,39.2,1292,391,
2024-11-26,Snacks,135,4.7,18.5,4.6,0.3,8.3,274,83,
2024-11-28,Breakfast,313,10.9,43.0,10.8,1.3,16.6,391,159,
2024-11-28,Dinner,715,25.0,98.3,24.6,2.9,38.0,893,363,
