student_id,sleep_start_time,sleep_end_time,sleep_duration_hrs,sleep_needed_hrs,sleep_performance_pct,sleep_efficiency_pct,rem_sleep_hrs,sws_deep_sleep_hrs,light_sleep_hrs,awake_hrs,sleep_consistency_pct,respiratory_rate_rpm
S002,2024-09-28T22:45:00,2024-09-29T07:45:00,6.75,8.07,83.6,94.5,1.14,1.08,3.71,0.82,66.80620416269258,15.9
S002,2024-09-29T22:44:00,2024-09-30T05:02:00,6.46,7.98,81.0,82.8,1.71,1.26,3.17,0.32,57.621191064767565,16.4
S002,2024-09-30T21:12:00,2024-10-01T05:59:00,5.8,8.29,70.0,79.1,1.13,1.14,3.19,0.34,77.00821892469673,15.4
S002,2024-10-01T23:37:00,2024-10-02T05:49:00,6.79,7.77,87.5,82.7,1.88,1.59,2.98,0.34,76.89549933134073,16.4
S002,2024-10-02T23:03:00,2024-10-03T08:53:00,5.8,7.6,76.4,84.2,1.3,1.04,3.18,0.29,48.53907388261293,15.0
S002,2024-10-03T23:38:00,2024-10-04T07:32:00,6.93,7.14,97.0,86.7,1.36,1.3,3.81,0.46,66.8539011985542,16.3
S002,2024-10-04T22:18:00,2024-10-05T08:51:00,5.79,7.52,77.0,82.2,1.28,1.28,2.95,0.29,80.28261410182978,16.3
S002,2024-10-05T23:40:00,2024-10-06T06:12:00,5.99,7.37,81.3,85.2,1.67,1.32,2.7,0.3,57.46735523639303,16.1
S002,2024-10-06T21:32:00,2024-10-07T07:45:00,8.03,7.65,100,75.5,2.11,1.82,3.7,0.4,80.36960797128756,16.2
S002,2024-10-07T22:56:00,2024-10-08T08:51:00,5.21,8.06,64.6,84.9,0.96,0.93,2.87,0.45,48.97392701395573,16.1
S002,2024-10-08T21:18:00,2024-10-09T07:09:00,6.54,7.9,82.7,89.3,1.63,1.25,3.33,0.33,81.78857168071778,14.9
S002,2024-10-09T23:35:00,2024-10-10T06:47:00,6.03,8.64,69.8,98.8,1.42,1.47,2.84,0.3,86.49823498977736,15.4
S002,2024-10-10T21:59:00,2024-10-11T08:24:00,5.71,7.29,78.3,87.3,1.14,0.7,3.14,0.73,53.69912933719449,16.4
S002,2024-10-11T22:53:00,2024-10-12T06:58:00,5.47,7.05,77.6,97.3,1.32,1.11,2.76,0.27,95.14456188690073,15.1
S002,2024-10-12T23:12:00,2024-10-13T07:28:00,5.33,7.64,69.7,93.9,1.16,0.82,2.93,0.42,80.00627149889092,16.8
S002,2024-10-13T21:10:00,2024-10-14T07:00:00,6.74,8.23,81.9,82.2,1.46,0.9,3.71,0.67,78.6458403373019,15.3
S002,2024-10-14T23:39:00,2024-10-15T07:31:00,7.88,8.13,96.9,90.9,1.69,1.51,4.29,0.39,75.763688989522,14.9
S002,2024-10-15T21:26:00,2024-10-16T08:05:00,7.91,8.28,95.5,73.1,1.61,0.87,4.35,1.08,69.27828334193048,15.0
S002,2024-10-16T23:33:00,2024-10-17T08:35:00,8.18,7.81,100,83.4,1.58,2.24,3.94,0.41,87.10291945445917,14.0
S002,2024-10-17T21:43:00,2024-10-18T07:24:00,7.98,8.03,99.4,75.7,1.99,1.1,4.39,0.5,61.04627984099847,17.3
S002,2024-10-18T22:32:00,2024-10-19T08:31:00,5.29,7.62,69.3,92.9,1.07,1.41,2.55,0.26,96.68843404076378,16.2
S002,2024-10-19T21:40:00,2024-10-20T05:13:00,6.92,8.45,82.0,91.4,1.47,1.58,3.53,0.35,67.954575994875,15.2
S002,2024-10-20T23:56:00,2024-10-21T08:41:00,4.99,8.28,60.3,83.3,1.29,1.05,2.4,0.25,73.89082915658628,15.6
S002,2024-10-21T22:35:00,2024-10-22T05:36:00,6.41,7.92,81.0,87.7,1.34,1.3,3.45,0.32,75.33706596949392,16.5
S002,2024-10-22T22:43:00,2024-10-23T05:34:00,4.52,7.63,59.2,91.6,0.86,0.9,2.49,0.27,91.14169012618804,15.8
S002,2024-10-23T22:50:00,2024-10-24T07:38:00,8.03,8.26,97.2,99,1.94,1.21,4.41,0.47,83.06064236004877,16.8
S002,2024-10-24T23:14:00,2024-10-25T06:47:00,7.38,7.63,96.7,90.3,1.45,1.05,4.06,0.83,55.39086438803113,16.6
S002,2024-10-25T23:41:00,2024-10-26T07:00:00,4.07,7.71,52.7,93.6,1.09,0.98,1.8,0.2,61.02884115706536,15.0
S002,2024-10-26T21:19:00,2024-10-27T06:47:00,6.08,8.03,75.7,88.4,1.09,0.92,3.34,0.72,70.96090179883844,14.7
S002,2024-10-27T22:12:00,2024-10-28T05:11:00,7.02,8.84,79.3,90.0,1.42,1.42,3.83,0.35,87.21343928289859,15.4
S002,2024-10-28T23:35:00,2024-10-29T05:18:00,5.36,8.63,62.1,91.4,1.45,0.95,2.7,0.27,67.69277281397044,15.3
S002,2024-10-29T22:39:00,2024-10-30T05:57:00,6.93,8.5,81.5,93.4,1.45,1.15,3.81,0.52,64.27761419664294,16.1
S002,2024-10-30T23:23:00,2024-10-31T07:27:00,7.58,7.72,98.2,95.8,1.61,1.2,4.17,0.61,77.08916543864524,16.3
S002,2024-10-31T22:56:00,2024-11-01T08:29:00,6.85,7.38,92.8,84.9,1.34,0.97,3.77,0.77,85.9870941086609,14.7
S002,2024-11-01T22:54:00,2024-11-02T06:57:00,7.08,7.81,90.7,88.2,1.49,1.18,3.89,0.52,62.895009428076406,15.7
S002,2024-11-02T23:37:00,2024-11-03T08:49:00,6.8,7.9,86.1,89.0,1.52,1.16,3.74,0.39,71.86378654090011,14.5
S002,2024-11-03T21:23:00,2024-11-04T08:14:00,5.33,7.53,70.9,85.6,1.41,0.96,2.69,0.27,84.43194836225848,15.2
S002,2024-11-04T21:54:00,2024-11-05T06:48:00,6.83,7.83,87.3,85.4,1.5,1.2,3.76,0.37,73.32180995478515,15.0
S002,2024-11-05T23:46:00,2024-11-06T08:22:00,6.4,8.42,76.1,99,1.05,0.59,3.52,1.25,91.6653389428127,16.1
S002,2024-11-06T22:30:00,2024-11-07T08:56:00,6.59,8.31,79.3,88.9,1.84,0.72,3.62,0.4,69.61725542799792,17.7
S002,2024-11-07T23:16:00,2024-11-08T06:24:00,7.31,7.72,94.7,96.4,1.06,1.24,4.02,0.99,65.48997984724966,15.3
S002,2024-11-08T22:52:00,2024-11-09T07:31:00,5.42,7.38,73.4,82.2,1.17,1.19,2.78,0.27,64.03924481540122,16.2
S002,2024-11-09T23:41:00,2024-11-10T07:13:00,4.49,8.83,50.8,88.5,0.87,0.86,2.47,0.3,76.11886985939425,16.1
S002,2024-11-10T23:30:00,2024-11-11T08:13:00,5.02,7.56,66.4,84.7,0.93,0.86,2.76,0.48,77.15386909917586,14.9
S002,2024-11-11T21:40:00,2024-11-12T05:57:00,5.72,7.75,73.8,90.4,1.47,1.25,2.71,0.29,68.34183565408003,15.7
S002,2024-11-12T23:46:00,2024-11-13T07:05:00,6.47,8.25,78.4,95.8,1.33,1.12,3.56,0.46,71.0947457665687,16.0
S002,2024-11-13T21:50:00,2024-11-14T06:39:00,7.84,7.55,100,89.2,1.79,1.73,3.93,0.39,66.94220576806063,15.3
S002,2024-11-14T21:01:00,2024-11-15T06:33:00,6.35,7.64,83.2,80.3,1.5,1.18,3.36,0.32,83.7464471914886,16.3
S002,2024-11-15T23:38:00,2024-11-16T05:56:00,5.59,7.8,71.6,89.6,1.44,1.15,2.72,0.28,74.99834471597754,15.0
S002,2024-11-16T23:41:00,2024-11-17T08:33:00,7.35,8.31,88.4,93.6,1.91,1.62,3.46,0.37,49.391314304541076,14.5
S002,2024-11-17T22:22:00,2024-11-18T05:27:00,7.47,7.86,95.1,82.0,1.96,1.22,3.92,0.37,81.10901484849042,16.4
S002,2024-11-18T23:47:00,2024-11-19T05:36:00,6.72,8.79,76.4,85.5,2.02,1.06,3.3,0.34,76.21784907013473,15.0
S002,2024-11-19T21:09:00,2024-11-20T08:41:00,6.33,7.81,81.1,90.9,1.48,0.89,3.48,0.47,63.9722013557044,15.5
S002,2024-11-20T23:50:00,2024-11-21T08:11:00,5.24,7.88,66.5,73.8,0.73,0.83,2.88,0.8,76.86482998986236,15.2
S002,2024-11-21T23:08:00,2024-11-22T05:47:00,7.43,7.99,92.9,93.1,1.37,1.72,3.96,0.37,74.6594210684825,17.0
S002,2024-11-22T23:45:00,2024-11-23T05:10:00,6.94,7.94,87.3,77.5,1.5,1.37,3.72,0.35,56.279967058076835,15.0
S002,2024-11-23T21:04:00,2024-11-24T07:14:00,7.41,8.25,89.9,77.5,1.24,1.41,4.08,0.7,60.679268183152146,16.5
S002,2024-11-24T21:49:00,2024-11-25T06:40:00,6.13,7.09,86.5,80.9,1.56,0.96,3.31,0.31,100,15.7
S002,2024-11-25T23:32:00,2024-11-26T06:39:00,6.51,8.55,76.1,76.8,1.26,1.15,3.58,0.51,73.57606185345756,16.0
S002,2024-11-26T22:25:00,2024-11-27T06:33:00,6.5,8.01,81.2,99,2.17,1.22,2.79,0.33,60.99345115133201,16.9
S002,2024-11-27T23:22:00,2024-11-28T07:52:00,6.65,8.44,78.8,84.3,1.41,0.86,3.66,0.72,69.28340433935485,16.7
S002,2024-11-28T21:32:00,2024-11-29T07:21:00,7.29,8.87,82.2,83.8,1.5,1.2,4.01,0.58,75.1369779248653,17.0
S002,2024-11-29T23:28:00,2024-11-30T08:36:00,5.91,8.79,67.3,84.7,1.42,0.78,3.25,0.46,63.08739395561067,15.9
