date,meal,calories_kcal,protein_g,carbohydrates_g,fat_g,fiber_g,sugar_g,sodium_mg,water_ml,food_notes
2024-10-15,Dinner,605,30.2,75.6,20.2,7.0,26.2,516,371,
2024-10-15,Snacks,297,14.8,37.1,9.9,3.4,12.8,254,182,
2024-10-17,Breakfast,512,25.6,64.0,17.1,1.9,19.0,608,350,
2024-10-17,Dinner,599,30.0,74.9,20.0,2.3,22.3,711,409,
2024-10-17,Snacks,130,6.5,16.3,4.3,0.5,4.8,155,89,
2024-10-19,Breakfast,491,24.6,61.4,16.4,3.6,3.3,517,361,
2024-10-19,Lunch,839,42.0,104.9,28.0,6.1,5.7,883,617,
2024-10-19,Dinner,651,32.6,81.4,21.7,4.7,4.4,685,479,
2024-10-19,Snacks,242,12.1,30.2,8.1,1.7,1.6,254,178,
2024-10-20,Dinner,558,27.9,69.7,18.6,5.0,21.5,376,383,
2024-10-21,Breakfast,830,41.5,103.7,27.7,2.1,22.2,533,413,
2024-10-21,Dinner,866,43.3,108.2,28.9,2.2,23.1,557,431,
2024-10-21,Snacks,187,9.3,23.4,6.2,0.5,5.0,120,93,
2024-10-22,Breakfast,416,20.8,52.0,13.9,3.8,10.8,454,383,
2024-10-22,Lunch,744,37.2,92.9,24.8,6.8,19.3,812,686,
2024-10-22,Dinner,627,31.4,78.4,20.9,5.7,16.3,686,579,
2024-10-22,Snacks,242,12.1,30.2,8.1,2.2,6.3,264,223,
2024-10-23,Breakfast,494,24.7,61.8,16.5,6.5,11.4,678,441,
2024-10-23,Lunch,699,35.0,87.4,23.3,9.2,16.1,959,624,
2024-10-23,Dinner,398,19.9,49.7,13.3,5.2,9.2,545,355,
2024-10-23,Snacks,93,4.7,11.6,3.1,1.2,2.1,128,83,
2024-10-24,Breakfast,849,42.4,106.1,28.3,6.7,16.7,910,612,
2024-10-24,Lunch,1005,50.3,125.7,33.5,8.0,19.8,1078,725,
2024-10-24,Dinner,689,34.5,86.2,23.0,5.5,13.6,739,497,
2024-10-24,Snacks,304,15.2,38.1,10.2,2.4,6.0,327,220,
2024-10-28,Snacks,241,12.1,30.1,8.0,2.5,9.3,247,134,
2024-10-29,Breakfast,545,27.3,68.1,18.2,5.3,17.4,737,161,
2024-10-29,Dinner,714,35.7,89.3,23.8,7.0,22.8,966,211,
2024-10-29,Snacks,220,11.0,27.6,7.4,2.1,7.0,298,65,
2024-10-31,Lunch,935,46.8,116.8,31.2,11.9,23.0,676,729,
2024-10-31,Dinner,812,40.6,101.5,27.1,10.4,20.0,588,633,
2024-10-31,Snacks,235,11.8,29.4,7.8,3.0,5.8,170,183,
2024-11-01,Lunch,660,33.0,82.5,22.0,6.4,19.5,1354,640,
2024-11-01,Dinner,611,30.6,76.4,20.4,5.9,18.0,1254,593,
2024-11-01,Snacks,149,7.4,18.6,5.0,1.4,4.4,306,144,
2024-11-02,Breakfast,657,32.8,82.1,21.9,5.8,17.0,521,327,
2024-11-02,Lunch,1123,56.2,140.4,37.4,9.8,29.0,890,559,
2024-11-04,Breakfast,440,22.0,55.0,14.7,4.4,12.2,595,543,
2024-11-04,Lunch,658,32.9,82.2,21.9,6.6,18.3,889,811,
2024-11-04,Dinner,677,33.9,84.7,22.6,6.8,18.8,916,836,
2024-11-04,Snacks,103,5.2,12.9,3.4,1.0,2.9,140,127,
2024-11-05,Breakfast,523,26.1,65.4,17.4,4.3,14.8,611,439,
2024-11-05,Lunch,696,34.8,87.0,23.2,5.8,19.8,813,584,
2024-11-05,Dinner,849,42.4,106.1,28.3,7.0,24.1,992,713,
2024-11-05,Snacks,114,5.7,14.2,3.8,0.9,3.2,133,95,
2024-11-09,Breakfast,584,29.2,73.0,19.5,6.3,20.7,514,272,
2024-11-09,Lunch,921,46.1,115.2,30.7,9.9,32.6,811,430,
2024-11-09,Dinner,792,39.6,99.0,26.4,8.5,28.0,697,369,
2024-11-10,Breakfast,335,16.7,41.9,11.2,2.2,8.4,684,306,
2024-11-10,Lunch,550,27.5,68.7,18.3,3.7,13.8,1123,502,
2024-11-10,Dinner,475,23.8,59.4,15.8,3.2,11.9,970,434,
2024-11-10,Snacks,144,7.2,18.0,4.8,1.0,3.6,293,131,
2024-11-11,Lunch,495,24.7,61.8,16.5,4.8,18.9,609,408,
2024-11-11,Dinner,467,23.3,58.3,15.5,4.5,17.9,574,385,
2024-11-11,Snacks,103,5.1,12.8,3.4,1.0,3.9,126,85,
2024-11-13,Breakfast,828,41.4,103.5,27.6,6.4,22.7,725,373,
2024-11-13,Dinner,870,43.5,108.7,29.0,6.7,23.9,761,392,
2024-11-14,Breakfast,482,24.1,60.2,16.1,5.0,23.0,562,493,
2024-11-14,Lunch,685,34.3,85.7,22.8,7.1,32.7,799,701,
2024-11-14,Dinner,679,33.9,84.9,22.6,7.0,32.4,792,694,
2024-11-15,Breakfast,476,23.8,59.5,15.9,7.8,13.4,796,228,
2024-11-15,Lunch,759,37.9,94.8,25.3,12.5,21.3,1270,364,
2024-11-15,Snacks,183,9.1,22.8,6.1,3.0,5.1,306,88,
2024-11-16,Breakfast,530,26.5,66.2,17.7,5.0,14.6,618,597,
2024-11-16,Dinner,726,36.3,90.7,24.2,6.8,20.0,846,818,
2024-11-16,Snacks,123,6.2,15.4,4.1,1.2,3.4,144,139,
2024-11-17,Lunch,747,37.4,93.4,24.9,5.2,18.3,808,704,
2024-11-17,Dinner,565,28.3,70.6,18.8,3.9,13.8,611,532,
2024-11-17,Snacks,271,13.6,33.9,9.0,1.9,6.6,293,255,
2024-11-20,Breakfast,510,25.5,63.8,17.0,4.9,17.0,618,364,
2024-11-20,Lunch,729,36.4,91.1,24.3,7.0,24.3,883,520,
2024-11-20,Dinner,623,31.1,77.9,20.8,6.0,20.7,755,444,
2024-11-20,Snacks,336,16.8,42.0,11.2,3.2,11.2,407,239,
2024-11-21,Breakfast,599,29.9,74.9,20.0,6.1,22.6,771,361,
2024-11-21,Lunch,759,37.9,94.9,25.3,7.7,28.6,977,457,
2024-11-21,Dinner,573,28.6,71.6,19.1,5.8,21.6,738,345,
2024-11-21,Snacks,146,7.3,18.3,4.9,1.5,5.5,188,88,
2024-11-22,Breakfast,668,33.4,83.6,22.3,3.9,18.0,961,612,
2024-11-22,Dinner,842,42.1,105.2,28.1,4.9,22.7,1211,771,
2024-11-22,Snacks,125,6.2,15.6,4.2,0.7,3.4,180,114,
2024-11-23,Breakfast,595,29.7,74.3,19.8,7.6,2.9,738,482,
2024-11-23,Lunch,737,36.9,92.2,24.6,9.4,3.7,915,598,
2024-11-23,Dinner,675,33.7,84.4,22.5,8.6,3.3,838,547,
2024-11-23,Snacks,318,15.9,39.8,10.6,4.1,1.6,395,258,
2024-11-24,Breakfast,479,24.0,59.9,16.0,3.2,12.3,606,384,
2024-11-24,Lunch,775,38.8,96.9,25.8,5.1,19.9,979,620,
2024-11-24,Snacks,112,5.6,14.0,3.7,0.7,2.9,141,89,
2024-11-25,Breakfast,441,22.0,55.1,14.7,3.8,9.5,545,364,
2024-11-25,Lunch,572,28.6,71.5,19.1,4.9,12.3,708,472,
2024-11-25,Dinner,512,25.6,64.0,17.0,4.4,11.0,633,422,
2024-11-25,Snacks,255,12.8,31.9,8.5,2.2,5.5,316,211,
2024-11-26,Breakfast,620,31.0,77.5,20.7,4.2,15.4,501,315,
2024-11-26,Lunch,874,43.7,109.2,29.1,5.9,21.7,706,444,
2024-11-26,Dinner,806,40.3,100.8,26.9,5.5,20.1,652,410,
2024-11-26,Snacks,324,16.2,40.5,10.8,2.2,8.1,262,164,
2024-11-27,Breakfast,721,36.1,90.2,24.0,4.1,20.2,844,541,
2024-11-27,Lunch,1066,53.3,133.3,35.5,6.1,29.8,1247,800,
2024-11-27,Dinner,870,43.5,108.8,29.0,5.0,24.3,1018,653,
2024-11-27,Snacks,309,15.5,38.7,10.3,1.8,8.7,362,232,
2024-11-28,Breakfast,459,23.0,57.4,15.3,5.9,16.3,358,335,
2024-11-28,Lunch,721,36.1,90.1,24.0,9.2,25.6,563,527,
2024-11-28,Dinner,694,34.7,86.7,23.1,8.9,24.7,541,507,
2024-11-28,Snacks,127,6.3,15.8,4.2,1.6,4.5,99,93,
